C,Data,PDez,SDz,TDz,QDez,QiDez,SxDez,NGan,UF,Rateio
1056,14/03/09,38,8,50,53,59,6,1,DF,1.872.397
1057,18/03/09,15,49,59,4,3,2,0,,0
1058,21/03/09,20,51,57,45,24,18,1,BA,3.671.709
1059,25/03/09,37,1,14,45,12,16,1,SP,1.600.783
1060,28/03/09,1,41,3,18,16,42,1,PR,8.287.163
1061,01/04/09,9,41,56,23,21,30,0,,0
1062,04/04/09,55,8,2,37,23,33,0,,0
1063,08/04/09,49,1,22,47,44,50,0,,0
1064,11/04/09,28,4,19,16,49,29,0,,0
1065,15/04/09,7,57,19,43,39,30,0,,0
1066,18/04/09,10,43,49,32,25,6,0,,0
1067,22/04/09,14,10,56,25,4,28,0,,0
1068,25/04/09,44,48,25,57,27,47,0,,0
1069,29/04/09,28,17,49,53,45,9,1,RJ,36.400.425
1070,02/05/09,41,53,8,23,5,16,2,DF,8.120.833
1071,06/05/09,5,37,43,7,53,54,0,,0
1072,09/05/09,19,18,54,47,43,9,0,,0
1073,13/05/09,44,36,32,8,34,25,0,,0
1074,16/05/09,3,47,10,50,29,23,0,,0
1075,20/05/09,53,39,16,21,10,12,0,,0
1076,23/05/09,32,33,10,19,42,4,0,,0
1077,27/05/09,11,6,18,5,37,9,2,MG,14.486.088
1078,30/05/09,3,6,45,34,41,43,0,,0
1079,03/06/09,36,12,37,24,5,28,1,SP,4.033.499
1080,06/06/09,56,11,20,41,34,18,0,,0
1081,10/06/09,9,56,29,52,16,24,0,,0
1082,13/06/09,4,40,50,17,55,38,0,,0
1083,17/06/09,20,28,42,23,10,43,0,,0
1084,20/06/09,20,5,29,59,40,33,0,,0
1085,24/06/09,39,50,21,12,40,55,0,,0
1086,27/06/09,45,4,6,23,10,2,4,MG,13.904.065
1087,01/07/09,36,46,28,32,3,20,0,,0
1088,04/07/09,24,42,35,31,6,57,0,,0
1089,08/07/09,37,48,32,2,18,20,0,,0
1090,11/07/09,24,9,40,20,36,42,0,,0
1091,15/07/09,27,56,17,24,49,23,0,,0
1092,18/07/09,40,30,1,9,33,34,0,,0
1093,22/07/09,27,49,38,23,41,19,0,,0
1094,25/07/09,10,9,48,36,41,21,1,RJ,55.863.193
1095,29/07/09,27,23,36,10,21,16,0,,0
1096,01/08/09,3,41,52,14,13,16,0,,0
1097,05/08/09,21,48,33,1,56,17,1,SP,34.907.671
1098,08/08/09,30,20,21,11,50,52,1,PA,2.656.519
1099,12/08/09,55,44,38,35,14,31,0,,0
1100,15/08/09,41,33,17,18,7,42,0,,0
1101,19/08/09,7,12,57,6,24,10,1,SP,22.310.116
1102,22/08/09,46,23,9,35,11,51,0,,0
1103,26/08/09,41,19,10,28,55,56,0,,0
1104,29/08/09,3,35,58,49,2,6,0,,0
1105,02/09/09,43,1,50,28,57,15,1,PR,21.878.202
1106,05/09/09,4,15,50,60,43,47,0,,0
1107,09/09/09,36,20,54,9,3,53,0,,0
1108,12/09/09,60,44,7,39,43,9,0,,0
1109,16/09/09,11,52,14,6,29,8,0,,0
1110,19/09/09,26,45,6,28,42,14,2,PR,12.343.077
1111,23/09/09,4,43,25,9,33,32,1,SP,2.100.928
1112,26/09/09,4,34,52,32,58,43,0,,0
1113,30/09/09,47,36,29,59,3,6,2,PA,2.321.158
1114,03/10/09,16,3,22,54,25,15,1,SP,2.310.563
1115,07/10/09,44,41,18,50,37,30,0,,0
1116,10/10/09,17,20,4,47,9,13,1,SC,14.545.870
1117,14/10/09,27,35,40,1,6,17,0,,0
1118,17/10/09,55,44,8,20,43,21,0,,0
1119,21/10/09,44,54,41,45,34,10,0,,0
1120,24/10/09,50,55,7,35,44,40,0,,0
1121,28/10/09,18,4,59,54,56,17,1,SP,22.023.474
1122,31/10/09,49,44,56,26,46,55,0,,0
1123,04/11/09,19,4,39,14,45,60,0,,0
1124,07/11/09,49,11,7,18,16,33,0,,0
1125,11/11/09,7,42,56,29,33,3,1,RJ,19.093.732
1126,14/11/09,59,31,57,4,52,42,0,,0
1127,18/11/09,24,8,14,5,29,30,3,RJ,1.463.875
1128,21/11/09,60,8,39,52,24,16,1,MG,1.903.809
1129,25/11/09,47,19,17,12,32,55,0,,0
1130,28/11/09,23,49,32,54,18,5,0,,0
1131,02/12/09,49,34,36,1,16,8,0,,0
1132,05/12/09,52,30,27,12,55,33,0,,0
1133,09/12/09,16,5,58,39,10,21,1,MG,23.878.446
1134,12/12/09,29,36,56,22,9,51,0,,0
1135,16/12/09,5,4,19,39,6,23,1,ES,16.270.571
1136,19/12/09,7,31,32,37,43,34,0,,0
1137,22/12/09,21,28,19,25,50,43,0,,0
1138,24/12/09,4,25,18,15,36,2,0,,0
1139,26/12/09,36,42,37,9,28,31,0,,0
1140,31/12/09,49,58,40,46,10,27,2,DF,72.450.747
1141,02/01/10,40,9,37,58,50,60,0,,0
1142,06/01/10,28,31,15,58,3,26,0,,0
1143,09/01/10,35,47,60,44,30,3,0,,0
1144,13/01/10,19,10,49,18,1,44,0,,0
1145,16/01/10,19,3,60,33,24,16,1,DF,14.836.725
1146,20/01/10,10,34,53,33,28,6,0,,0
1147,23/01/10,23,39,52,31,6,33,0,,0
1148,27/01/10,48,32,29,55,27,28,0,,0
1149,30/01/10,46,54,8,36,7,23,0,,0
1150,03/02/10,28,17,35,52,31,15,0,,0
1151,06/02/10,1,25,4,14,21,51,0,,0
1152,10/02/10,47,36,44,29,20,14,0,,0
1153,13/02/10,55,46,34,17,19,6,0,,0
1154,17/02/10,4,14,21,26,12,28,0,,0
1155,20/02/10,28,58,41,40,51,20,0,,0
1156,24/02/10,31,49,44,24,9,48,0,,0
1157,27/02/10,46,9,43,41,49,29,4,DF,18.179.694
1158,03/03/10,23,31,60,55,30,54,0,,0
1159,06/03/10,53,46,5,6,34,55,0,,0
1160,10/03/10,40,5,3,48,1,18,1,PE,29.887.804
1161,13/03/10,48,47,7,4,42,51,0,,0
1162,17/03/10,31,25,18,41,22,30,0,,0
1163,20/03/10,5,51,31,53,47,17,0,,0
1164,24/03/10,17,6,14,40,49,26,0,,0
1165,27/03/10,20,52,60,42,54,40,0,,0
1166,31/03/10,35,28,54,30,22,31,0,,0
1167,03/04/10,43,28,56,20,52,51,0,,0
1168,07/04/10,47,20,4,56,53,5,0,,0
1169,10/04/10,14,1,11,23,42,48,1,PR,46.206.248
1170,14/04/10,46,11,27,34,49,13,1,RJ,19.095.125
1171,17/04/10,41,3,10,30,57,13,0,,0
1172,20/04/10,28,52,6,43,12,56,0,,0
1173,24/04/10,7,25,24,36,5,47,0,,0
1174,28/04/10,7,52,6,51,47,39,0,,0
1175,30/04/10,2,3,12,37,47,16,0,,0
1176,05/05/10,21,11,49,14,33,30,0,,0
1177,08/05/10,33,52,55,47,38,50,1,SP,32.015.488
1178,12/05/10,1,53,22,50,45,30,0,,0
1179,15/05/10,59,28,47,60,22,5,0,,0
1180,19/05/10,60,12,34,30,44,57,0,,0
1181,22/05/10,44,18,45,31,26,20,0,,0
1182,26/05/10,52,29,56,60,2,4,0,,0
1183,29/05/10,12,5,10,20,29,37,4,RJ,8.393.631
1184,02/06/10,4,23,27,28,9,30,0,,0
1185,05/06/10,54,10,2,43,21,35,0,,0
1186,09/06/10,41,12,15,7,13,8,1,SP,21.726.964
1187,12/06/10,8,49,43,17,40,19,0,,0
1188,16/06/10,60,52,59,9,44,20,0,,0
1189,19/06/10,50,21,14,35,31,27,0,,0
1190,23/06/10,11,53,56,37,10,19,2,MG,9.806.336
1191,26/06/10,25,22,11,16,33,3,0,,0
1192,30/06/10,49,17,20,59,57,52,0,,0
1193,03/07/10,12,54,2,32,14,9,0,,0
1194,07/07/10,24,53,41,6,13,50,0,,0
1195,10/07/10,27,17,57,26,55,20,1,CE,20.642.817
1196,14/07/10,60,3,20,19,58,6,0,,0
1197,17/07/10,39,54,36,37,60,49,0,,0
1198,21/07/10,29,22,36,58,41,48,0,,0
1199,24/07/10,58,28,23,39,16,19,0,,0
1200,28/07/10,10,3,39,54,56,11,1,SP,21.815.376
1201,31/07/10,36,32,55,49,60,28,0,,0
1202,04/08/10,9,60,11,53,48,8,0,,0
1203,07/08/10,55,30,33,9,7,38,0,,0
1204,11/08/10,10,25,5,39,52,43,0,,0
1205,14/08/10,14,4,26,35,29,13,0,,0
1206,18/08/10,2,11,37,36,48,6,0,,0
1207,21/08/10,32,35,22,9,56,11,0,,0
1208,25/08/10,45,12,1,26,54,20,0,,0
1209,28/08/10,30,17,38,14,5,35,0,,0
1210,01/09/10,3,7,9,10,31,34,0,,0
1211,04/09/10,36,54,3,31,15,48,7,RJ,13.217.564
1212,08/09/10,35,50,2,23,33,40,0,,0
1213,11/09/10,3,53,45,11,34,26,0,,0
1214,15/09/10,5,41,29,36,30,48,0,,0
1215,18/09/10,47,51,10,50,30,25,0,,0
1216,22/09/10,7,25,4,58,13,27,0,,0
1217,25/09/10,5,43,28,15,11,50,0,,0
1218,29/09/10,33,23,29,46,10,31,0,,0
1219,02/10/10,34,37,41,53,2,33,0,,0
1220,06/10/10,48,55,52,43,5,15,1,RS,119.142.144
1221,09/10/10,46,5,58,37,14,43,0,,0
1222,13/10/10,26,19,48,57,5,8,0,,0
1223,16/10/10,17,15,48,42,35,47,0,,0
1224,20/10/10,41,19,57,53,21,27,1,SP,13.344.577
1225,23/10/10,32,55,34,31,50,40,1,MG,24.970.852
1226,27/10/10,31,55,56,50,40,10,0,,0
1227,30/10/10,35,31,4,30,54,28,1,CE,5.445.377
1228,03/11/10,36,10,60,52,50,23,0,,0
1229,06/11/10,12,49,60,32,30,40,0,,0
1230,10/11/10,37,35,12,22,19,9,0,,0
1231,13/11/10,20,27,49,5,23,39,1,SP,22.383.261
1232,17/11/10,12,18,15,8,11,22,0,,0
1233,20/11/10,49,22,59,29,32,54,0,,0
1234,24/11/10,3,5,24,19,30,35,0,,0
1235,27/11/10,16,49,55,20,10,26,0,,0
1236,01/12/10,17,20,38,8,53,3,0,,0
1237,04/12/10,26,21,39,5,18,59,1,RO,30.150.521
1238,08/12/10,40,45,24,14,13,39,0,,0
1239,11/12/10,15,1,48,37,39,52,0,,0
1240,15/12/10,22,42,49,8,12,9,0,,0
1241,18/12/10,13,26,25,10,28,45,0,,0
1242,20/12/10,54,45,51,11,34,48,0,,0
1243,22/12/10,32,19,23,57,9,29,0,,0
1244,24/12/10,45,8,34,15,2,25,0,,0
1245,31/12/10,34,10,37,50,43,2,4,ES,48.598.800
1246,05/01/11,59,10,37,57,40,43,0,,0
1247,08/01/11,9,11,24,3,51,36,0,,0
1248,12/01/11,20,33,58,34,57,60,0,,0
1249,15/01/11,3,40,8,53,51,36,1,SP,11.177.972
1250,19/01/11,59,1,2,40,51,24,0,,0
1251,22/01/11,48,27,34,52,46,5,0,,0
1252,26/01/11,35,2,51,14,49,39,0,,0
1253,29/01/11,2,51,17,44,43,23,0,,0
1254,02/02/11,9,29,18,7,14,39,0,,0
1255,05/02/11,23,5,54,39,38,51,0,,0
1256,09/02/11,26,38,33,35,53,43,0,,0
1257,12/02/11,27,15,30,52,26,2,2,CE,26.211.767
1258,16/02/11,47,26,11,57,59,55,0,,0
1259,19/02/11,39,54,58,46,4,6,0,,0
1260,23/02/11,19,23,31,53,29,41,0,,0
1261,26/02/11,10,41,14,22,53,42,0,,0
1262,02/03/11,11,39,9,5,8,7,2,RJ,16.677.746
1263,05/03/11,41,53,18,4,36,26,0,,0
1264,09/03/11,56,17,37,51,4,36,0,,0
1265,12/03/11,13,50,46,24,60,19,0,,0
1266,16/03/11,39,6,42,10,60,33,0,,0
1267,19/03/11,47,58,4,41,20,30,0,,0
1268,23/03/11,17,53,60,44,16,3,0,,0
1269,26/03/11,51,5,27,4,15,17,2,GO,19.413.790
1270,30/03/11,31,33,24,5,42,9,0,,0
1271,02/04/11,2,52,39,59,48,1,0,,0
1272,06/04/11,28,27,13,35,26,52,0,,0
1273,09/04/11,60,26,19,58,13,40,0,,0
1274,13/04/11,13,59,21,17,40,39,0,,0
1275,16/04/11,58,55,14,2,60,48,0,,0
1276,20/04/11,9,40,5,22,36,11,2,PR,35.704.303
1277,23/04/11,50,59,18,31,60,12,0,,0
1278,27/04/11,4,16,24,56,25,30,0,,0
1279,30/04/11,8,29,36,35,14,40,0,,0
1280,04/05/11,29,6,54,10,20,16,0,,0
1281,07/05/11,36,14,30,38,11,8,1,RJ,34.943.738
1282,11/05/11,4,39,56,23,52,55,0,,0
1283,14/05/11,59,8,60,44,40,30,0,,0
1284,18/05/11,26,21,20,36,31,29,0,,0
1285,21/05/11,33,10,15,38,31,28,0,,0
1286,25/05/11,5,52,2,33,51,28,0,,0
1287,28/05/11,33,42,12,31,11,52,0,,0
1288,01/06/11,42,32,56,40,30,17,0,,0
1289,04/06/11,13,8,27,1,3,52,2,SP,26.440.275
1290,08/06/11,14,50,3,23,2,34,0,,0
1291,11/06/11,18,57,58,40,47,54,0,,0
1292,15/06/11,30,31,23,9,54,11,0,,0
1293,18/06/11,24,50,1,44,13,40,0,,0
1294,22/06/11,6,50,4,48,29,51,0,,0
1295,25/06/11,20,2,43,15,5,57,1,SP,73.451.540
1296,29/06/11,49,43,14,10,53,46,0,,0
1297,02/07/11,2,56,11,5,59,13,0,,0
1298,06/07/11,60,14,53,30,15,55,1,PR,9.047.534
1299,09/07/11,56,32,8,22,43,53,0,,0
1300,13/07/11,46,43,59,54,44,53,2,MA,9.484.391
1301,16/07/11,16,25,3,51,23,56,1,SC,2.751.015
1302,20/07/11,44,15,56,2,10,57,0,,0
1303,23/07/11,19,51,54,8,52,46,0,,0
1304,27/07/11,35,23,15,7,20,14,0,,0
1305,30/07/11,44,11,5,46,36,3,0,,0
1306,03/08/11,45,6,19,34,43,22,0,,0
1307,06/08/11,10,47,54,7,43,32,1,MG,32.075.789
1308,09/08/11,24,33,7,30,47,8,0,,0
1309,11/08/11,7,12,25,26,32,39,0,,0
1310,13/08/11,14,8,53,9,59,32,0,,0
1311,17/08/11,54,7,19,12,45,9,0,,0
1312,20/08/11,28,30,29,22,20,5,0,,0
1313,24/08/11,39,26,49,1,4,43,0,,0
1314,27/08/11,42,44,52,58,60,38,0,,0
1315,31/08/11,27,29,1,50,52,38,1,SE,63.981.675
1316,03/09/11,48,34,25,42,13,8,1,SP,2.824.002
1317,08/09/11,35,29,37,13,6,30,0,,0
1318,10/09/11,34,46,14,28,11,16,0,,0
1319,14/09/11,16,4,18,27,5,51,0,,0
1320,17/09/11,38,17,55,41,24,25,0,,0
1321,21/09/11,51,59,47,10,60,53,1,RJ,31.071.213
1322,24/09/11,55,43,21,10,47,53,0,,0
1323,28/09/11,25,37,15,6,48,55,0,,0
1324,01/10/11,29,44,51,31,18,57,0,,0
1325,05/10/11,35,2,20,43,5,16,0,,0
1326,08/10/11,30,19,10,18,50,11,0,,0
1327,13/10/11,41,35,36,16,52,54,0,,0
1328,15/10/11,43,27,59,53,23,10,1,PI,45.390.782
1329,19/10/11,43,50,8,7,39,11,0,,0
1330,22/10/11,48,8,21,18,49,30,0,,0
1331,26/10/11,24,46,39,57,26,9,1,ES,29.215.205
1332,29/10/11,5,13,3,24,35,59,1,DF,2.963.357
1333,03/11/11,25,51,26,42,28,33,0,,0
1334,05/11/11,8,25,27,6,10,1,0,,0
1335,09/11/11,49,3,51,20,22,14,1,GO,21.885.288
1336,12/11/11,51,54,32,1,38,47,1,CE,3.086.420
1337,16/11/11,38,2,45,35,20,51,0,,0
1338,19/11/11,19,33,18,43,60,1,1,BA,5.448.452
1339,23/11/11,59,10,16,14,7,54,0,,0
1340,26/11/11,36,21,13,59,60,30,0,,0
1341,30/11/11,11,40,37,20,1,52,0,,0
1342,03/12/11,5,60,46,42,50,7,0,,0
1343,07/12/11,51,31,42,20,56,19,0,,0
1344,10/12/11,19,42,8,36,21,59,3,RS,12.497.169
1345,14/12/11,50,40,26,7,19,17,0,,0
1346,17/12/11,59,47,32,48,40,12,1,PR,24.409.476
1347,20/12/11,19,45,54,56,46,9,0,,0
1348,22/12/11,38,45,39,7,12,56,0,,0
1349,24/12/11,9,19,20,50,60,51,1,MG,7.099.412
1350,31/12/11,4,36,29,55,45,3,5,CE,35.523.497
1351,04/01/12,13,50,41,36,56,33,0,,0
1352,07/01/12,35,59,36,9,18,24,0,,0
1353,11/01/12,47,11,3,27,32,13,1,RS,8.311.160
1354,14/01/12,2,42,8,49,48,38,1,SC,2.815.977
1355,18/01/12,39,49,11,24,17,46,0,,0
1356,21/01/12,21,46,6,22,13,31,0,,0
1357,25/01/12,55,52,26,19,1,24,0,,0
1358,28/01/12,16,15,37,3,35,47,0,,0
1359,01/02/12,12,17,28,53,6,10,0,,0
1360,04/02/12,50,25,17,16,54,2,2,AL,22.673.254
1361,08/02/12,37,27,44,30,38,23,0,,0
1362,11/02/12,58,19,12,22,2,36,3,ES,1.924.196
1363,15/02/12,52,25,42,45,35,57,0,,0
1364,18/02/12,20,13,40,10,53,44,0,,0
1365,22/02/12,50,35,32,26,2,24,0,,0
1366,25/02/12,59,44,54,37,27,12,1,MT,22.902.720
1367,01/03/12,38,29,43,13,7,2,0,,0
1368,03/03/12,10,26,29,38,32,21,1,PR,4.873.830
1369,07/03/12,32,24,16,38,5,46,0,,0
1370,10/03/12,2,27,59,49,4,5,2,BA,7.499.281
1371,14/03/12,47,11,8,49,3,4,0,,0
1372,17/03/12,46,60,58,36,40,3,0,,0
1373,21/03/12,52,39,7,27,55,57,1,MG,8.520.148
1374,24/03/12,21,33,28,31,43,6,0,,0
1375,28/03/12,25,28,53,45,14,58,2,PR,7.822.077
1376,31/03/12,53,49,21,11,54,9,0,,0
1377,04/04/12,25,5,13,12,35,2,1,RJ,5.600.981
1378,07/04/12,18,17,59,2,54,5,0,,0
1379,11/04/12,45,5,36,12,50,58,0,,0
1380,14/04/12,52,14,3,60,57,55,0,,0
1381,18/04/12,44,30,27,11,40,57,1,SP,22.817.234
1382,20/04/12,17,27,55,13,5,16,0,,0
1383,25/04/12,9,55,23,44,7,46,0,,0
1384,28/04/12,56,18,31,2,30,45,2,PR,4.030.007
1385,02/05/12,42,37,35,27,59,36,1,SP,13.402.970
1386,05/05/12,39,56,28,12,51,38,0,,0
1387,09/05/12,43,27,18,52,50,32,0,,0
1388,12/05/12,54,31,50,43,29,22,0,,0
1389,16/05/12,1,44,39,16,57,28,1,PI,13.488.668
1390,19/05/12,29,27,19,4,28,31,2,CE,6.920.519
1391,23/05/12,19,7,12,34,53,40,0,,0
1392,26/05/12,43,8,2,28,33,12,0,,0
1393,30/05/12,44,28,18,24,4,39,1,MG,8.139.697
1394,02/06/12,11,35,16,46,24,50,0,,0
1395,06/06/12,5,44,11,19,17,48,0,,0
1396,09/06/12,52,48,54,58,55,29,0,,0
1397,13/06/12,15,56,3,27,4,7,0,,0
1398,16/06/12,42,51,14,40,32,33,0,,0
1399,20/06/12,39,43,60,57,34,56,2,GO,19.136.470
1400,23/06/12,34,26,9,43,54,53,0,,0
1401,27/06/12,12,11,54,33,48,25,1,MS,25.157.779
1402,30/06/12,38,10,27,2,21,9,0,,0
1403,04/07/12,16,39,13,26,42,20,0,,0
1404,07/07/12,7,32,31,51,27,8,0,,0
1405,11/07/12,14,17,32,37,39,3,1,PR,27.622.910
1406,14/07/12,7,10,38,17,24,57,0,,0
1407,18/07/12,53,42,31,43,29,18,0,,0
1408,21/07/12,43,39,20,19,24,4,0,,0
1409,25/07/12,50,6,47,58,26,19,0,,0
1410,28/07/12,54,29,18,42,40,50,0,,0
1411,01/08/12,32,44,12,8,48,46,2,PR,21.505.646
1412,04/08/12,6,8,37,24,45,41,1,ES,3.288.513
1413,07/08/12,54,33,13,55,45,15,0,,0
1414,09/08/12,44,49,57,37,21,46,0,,0
1415,11/08/12,51,49,46,40,36,26,0,,0
1416,15/08/12,49,3,19,35,22,24,2,DF,14.192.091
1417,18/08/12,12,56,5,52,45,59,4,GO,773.932
1418,22/08/12,7,8,10,27,12,56,0,,0
1419,25/08/12,52,21,48,58,30,17,0,,0
1420,29/08/12,45,16,18,11,36,2,0,,0
1421,01/09/12,31,39,59,19,53,44,1,SP,27.700.609
1422,05/09/12,17,44,2,5,13,39,1,SP,2.662.243
1423,08/09/12,43,8,21,27,3,25,3,AM,729.819
1424,12/09/12,60,38,29,3,7,15,0,,0
1425,15/09/12,7,29,50,16,38,36,1,RJ,17.534.538
1426,19/09/12,24,44,6,15,18,30,0,,0
1427,22/09/12,47,44,53,56,8,39,0,,0
1428,26/09/12,15,55,37,34,19,7,1,PE,8.826.040
1429,29/09/12,9,22,60,48,12,39,0,,0
1430,03/10/12,19,2,30,46,22,52,0,,0
1431,06/10/12,33,54,40,5,9,13,0,,0
1432,10/10/12,16,24,25,45,59,42,0,,0
1433,13/10/12,14,46,40,13,4,52,1,CE,33.905.517
1434,17/10/12,3,34,58,22,18,55,2,SC,1.352.380
1435,20/10/12,45,47,50,52,15,4,0,,0
1436,24/10/12,1,23,13,30,24,57,0,,0
1437,27/10/12,48,37,26,22,38,23,0,,0
1438,31/10/12,49,7,33,31,36,14,2,SP,19.240.377
1439,03/11/12,35,55,2,43,34,42,0,,0
1440,07/11/12,6,28,56,2,36,51,1,GO,24.405.605
1441,10/11/12,56,29,53,36,38,17,0,,0
1442,14/11/12,12,20,13,49,34,30,0,,0
1443,17/11/12,52,32,12,54,20,48,0,,0
1444,21/11/12,2,5,55,28,27,48,0,,0
1445,24/11/12,41,32,19,58,5,49,1,MG,33.883.410
1446,28/11/12,13,32,6,51,40,24,1,SP,2.639.040
1447,01/12/12,1,41,28,33,39,19,0,,0
1448,05/12/12,25,29,36,1,56,60,0,,0
1449,08/12/12,2,18,30,56,52,6,0,,0
1450,12/12/12,27,45,44,26,38,31,0,,0
1451,15/12/12,57,10,33,2,11,52,0,,0
1452,18/12/12,50,57,58,28,2,14,0,,0
1453,20/12/12,47,32,25,57,6,13,0,,0
1454,22/12/12,27,52,41,29,4,48,0,,0
1455,31/12/12,33,14,52,36,32,41,3,GO,81.594.699
1456,02/01/13,36,6,40,14,8,26,0,,0
1457,05/01/13,34,16,46,15,42,59,0,,0
1458,09/01/13,2,16,4,44,33,51,0,,0
1459,12/01/13,2,6,35,30,52,34,1,SC,13.246.202
1460,16/01/13,50,52,14,4,27,38,0,,0
1461,19/01/13,44,31,49,54,36,47,0,,0
1462,23/01/13,5,9,25,40,38,27,1,SP,22.470.803
1463,26/01/13,40,22,13,29,48,28,0,,0
1464,30/01/13,59,2,54,32,24,50,0,,0
1465,02/02/13,11,6,53,44,16,26,0,,0
1466,06/02/13,4,13,51,37,6,34,1,RJ,29.873.254
1467,09/02/13,41,53,26,23,52,24,1,MG,3.097.080
1468,13/02/13,2,20,37,19,1,10,1,RJ,1.542.491
1469,16/02/13,4,56,54,13,35,58,0,,0
1470,20/02/13,2,34,51,36,38,55,2,ES,9.438.162
1471,23/02/13,58,33,36,40,25,10,0,,0
1472,27/02/13,12,23,25,18,45,50,0,,0
1473,02/03/13,60,12,57,58,33,2,0,,0
1474,06/03/13,2,43,11,1,3,28,1,MA,14.742.572
1475,09/03/13,13,12,51,37,48,44,1,SP,16.179.244
1476,13/03/13,26,10,4,37,47,57,0,,0
1477,16/03/13,50,59,56,46,3,4,0,,0
1478,20/03/13,10,40,27,47,55,37,0,,0
1479,23/03/13,57,21,54,48,50,60,0,,0
1480,27/03/13,9,14,26,36,52,21,1,RJ,31.618.202
1481,30/03/13,40,27,55,17,28,44,0,,0
1482,03/04/13,11,9,6,34,41,53,0,,0
1483,06/04/13,55,53,1,35,56,39,0,,0
1484,10/04/13,49,29,17,53,20,24,0,,0
1485,13/04/13,30,59,27,36,4,54,0,,0
1486,17/04/13,10,1,34,54,6,40,1,PR,37.137.524
1487,20/04/13,4,17,23,28,9,53,0,,0
1488,24/04/13,4,51,45,22,38,25,1,SP,6.092.267
1489,27/04/13,48,15,24,28,1,26,1,MS,2.867.241
1490,02/05/13,31,32,43,3,52,1,0,,0
1491,04/05/13,56,6,45,60,26,50,0,,0
1492,08/05/13,48,44,46,4,18,9,1,MG,26.460.707
1493,11/05/13,30,24,12,49,7,27,2,BA,1.471.764
1494,15/05/13,50,28,35,24,2,14,0,,0
1495,18/05/13,13,49,4,44,14,57,0,,0
1496,22/05/13,28,18,41,54,14,47,0,,0
1497,25/05/13,58,7,27,45,4,5,0,,0
1498,29/05/13,11,46,27,49,6,40,0,,0
1499,01/06/13,26,37,8,22,54,33,1,MT,43.036.617
1500,05/06/13,57,43,18,59,10,31,1,SP,22.610.179
1501,08/06/13,13,37,54,7,29,1,1,PA,3.144.718
1502,12/06/13,6,43,22,52,57,51,0,,0
1503,15/06/13,36,22,42,3,16,4,0,,0
1504,19/06/13,41,2,42,30,12,10,0,,0
1505,22/06/13,32,1,6,9,16,2,0,,0
1506,26/06/13,49,34,42,18,3,14,0,,0
1507,29/06/13,46,24,51,50,56,52,0,,0
1508,03/07/13,58,39,18,17,35,30,2,RJ,21.168.975
1509,06/07/13,27,51,1,46,59,6,0,,0
1510,10/07/13,1,8,44,17,46,53,1,PR,22.933.056
1511,13/07/13,8,29,31,4,17,45,0,,0
1512,17/07/13,35,11,28,46,42,58,0,,0
1513,20/07/13,31,57,17,56,28,58,0,,0
1514,24/07/13,23,16,17,59,42,60,1,PR,14.061.405
1515,27/07/13,59,49,13,18,4,14,1,RS,15.200.594
1516,31/07/13,34,60,18,45,4,20,1,PA,2.581.185
1517,03/08/13,45,38,52,17,7,56,0,,0
1518,06/08/13,28,8,55,41,48,9,0,,0
1519,08/08/13,6,23,56,15,5,59,0,,0
1520,10/08/13,36,46,48,31,7,35,0,,0
1521,14/08/13,18,30,14,11,33,39,1,RJ,25.313.774
1522,17/08/13,33,5,23,32,8,56,0,,0
1523,21/08/13,25,39,44,41,31,22,0,,0
1524,24/08/13,40,53,12,46,2,52,0,,0
1525,28/08/13,30,46,35,54,26,2,0,,0
1526,31/08/13,51,47,28,10,59,16,1,SP,31.746.274
1527,04/09/13,32,44,42,48,16,36,0,,0
1528,06/09/13,4,13,58,36,19,15,0,,0
1529,11/09/13,35,17,15,34,49,11,1,PR,8.144.582
1530,14/09/13,53,10,28,16,48,33,2,SP,7.800.140
1531,18/09/13,24,41,12,42,44,13,0,,0
1532,21/09/13,42,2,11,23,31,44,3,MS,1.934.416
1533,25/09/13,29,21,47,57,13,34,0,,0
1534,28/09/13,28,12,34,29,1,48,1,RJ,5.734.618
1535,02/10/13,55,25,9,8,54,41,0,,0
1536,05/10/13,18,32,29,13,50,58,0,,0
1537,09/10/13,6,56,33,50,51,10,1,ES,23.232.379
1538,11/10/13,35,52,27,53,57,23,1,MT,2.163.459
1539,16/10/13,10,49,8,58,20,26,0,,0
1540,19/10/13,54,47,27,17,3,32,0,,0
1541,23/10/13,37,5,24,44,49,58,0,,0
1542,26/10/13,7,12,57,11,30,39,0,,0
1543,30/10/13,30,7,23,20,15,41,0,,0
1544,01/11/13,30,50,45,2,35,21,0,,0
1545,06/11/13,6,48,11,45,4,24,1,SP,80.499.108
1546,09/11/13,38,44,17,60,4,53,0,,0
1547,13/11/13,28,21,9,10,2,18,1,PE,6.867.422
1548,16/11/13,44,41,42,54,47,19,0,,0
1549,20/11/13,32,53,16,20,12,10,1,PR,5.772.796
1550,23/11/13,21,56,36,9,13,27,1,ES,23.634.735
1551,27/11/13,2,23,38,15,21,19,1,RR,2.820.316
1552,30/11/13,7,18,26,46,39,24,0,,0
1553,04/12/13,29,21,20,46,22,60,0,,0
1554,07/12/13,30,52,50,49,53,32,0,,0
1555,11/12/13,5,52,59,2,33,23,0,,0
1556,14/12/13,7,52,11,10,1,4,0,,0
1557,17/12/13,46,18,16,45,31,4,0,,0
1558,19/12/13,31,42,15,7,17,54,0,,0
